,repo_name,file_path,file_url,,alt_repo_name,alt_file_path,alt_file_url
1,helixml/helix,.cursor/rules/helix.mdc,https://github.com/helixml/helix/blob/25b3c9d797f764ce05c71282d9cac6a8336d531c/.cursor/rules/helix.mdc,,,,
2,OneKeyHQ/app-monorepo,.cursor/rules/clean-unused-import.mdc,https://github.com/OneKeyHQ/app-monorepo/blob/1c5d5f87f5fb55c2ae3502146afa28f0e03892a5/.cursor/rules/clean-unused-import.mdc,,,,
3,Qwertic/cursorrules,rules/unity-cursor-ai-c-cursorrules-prompt-file/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/unity-cursor-ai-c-cursorrules-prompt-file/.cursorrules,,,,
4,brandon-schabel/octoprompt,.cursor/rules/project-overview.mdc,https://github.com/brandon-schabel/octoprompt/blob/0b60e20381a183d0cd5cb757c9c3af099ea83aa2/.cursor/rules/project-overview.mdc,,,,
5,grafana/faro-flutter-sdk,.cursor/rules/faro-protocol.mdc,https://github.com/grafana/faro-flutter-sdk/blob/dc103cd8804b6fcbf934a3fdd04609b8ef9cae7e/.cursor/rules/faro-protocol.mdc,,,,
6,ghuntley/ghuntley,.cursor/rules/nix-store-operations.mdc,https://github.com/ghuntley/ghuntley/blob/a1530b8089f0d59d3729394ab02ac342b48c92c9/.cursor/rules/nix-store-operations.mdc,,,,
7,olyaiy/resume-lm,.cursorrules,https://github.com/olyaiy/resume-lm/blob/fa3dc8c032922c61523ced5b440d8b8a6b959650/.cursorrules,,,,
8,waynesutton/promptstack,.cursor/rules/.cursorrules,https://github.com/waynesutton/promptstack/blob/3f52b848c20ade2b67d37925b3c900fdd5d6c37b/.cursor/rules/.cursorrules,,,,
9,ba-archive/blue-archive,.cursor/rules/vue-components.mdc,https://github.com/ba-archive/blue-archive/blob/61c73cdde62908b5330ce494dc5aec1d9d53cc94/.cursor/rules/vue-components.mdc,,,,
10,wandb/mcp-server,.cursor/rules/package_management.mdc,https://github.com/wandb/mcp-server/blob/dba08de961d4c7f91ffc24098ccd8190fed86834/.cursor/rules/package_management.mdc,,,,
11,ghuntley/ghuntley,.cursor/rules/depot-buildgo.mdc,https://github.com/ghuntley/ghuntley/blob/a1530b8089f0d59d3729394ab02ac342b48c92c9/.cursor/rules/depot-buildgo.mdc,,,,
12,jlcases/paelladoc,.cursor/rules/templates/Product/04_product_definition.md,https://github.com/jlcases/paelladoc/blob/02e99aeff4e01e3f04322edc7011730eb7b3860c/.cursor/rules/templates/Product/04_product_definition.md,not english,CodeGuide-dev/codeguide-starter-lite,.cursor/rules/best-practices.mdc,https://github.com/CodeGuide-dev/codeguide-starter-lite/blob/a672d127269b1d4f7b4a552cf6e6e655a37125f7/.cursor/rules/best-practices.mdc
13,level09/enferno,.cursor/rules/python-standards.mdc,https://github.com/level09/enferno/blob/8568b202a009c82a2d52c6f78bb49d42ae06c654/.cursor/rules/python-standards.mdc,,,,
14,baotoq/micro-commerce,code/.cursorrules,https://github.com/baotoq/micro-commerce/blob/4181087d858057492a760245862d195dfc17a2f5/code/.cursorrules,,,,
15,waynesutton/promptstack,.cursor/rules/convexrules.mdc,https://github.com/waynesutton/promptstack/blob/3f52b848c20ade2b67d37925b3c900fdd5d6c37b/.cursor/rules/convexrules.mdc,,,,
16,loning/universe,.cursor/rules/new_formal_theory.mdc,https://github.com/loning/universe/blob/ea87b6b2ebaa7fdfad3760f57c2a3cb5002f740c/.cursor/rules/new_formal_theory.mdc,not english,raphaelmansuy/code2prompt,.cursorrules,https://github.com/raphaelmansuy/code2prompt/blob/699eae91a5bf67dc5ab6df23fd1b2c665eb20034/.cursorrules
17,instructor-ai/instructor,.cursor/rules/readme.md,https://github.com/instructor-ai/instructor/blob/e43df1269593925ee622feebe89c30a4b758bd7d/.cursor/rules/readme.md,not cursor rule (instructional doc),metaskills/experts,.cursorrules,https://github.com/metaskills/experts/blob/50ccd739b655ec4c06567561294a86b7bfbb9d75/.cursorrules
18,Qwertic/cursorrules,rules/go-backend-scalability-cursorrules-prompt-file/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/go-backend-scalability-cursorrules-prompt-file/.cursorrules,,,,
19,q1226189767/FlyAdmin,.cursorrules,https://github.com/q1226189767/FlyAdmin/blob/82a2622afc93d121d3458e9911bce527599e71e3/.cursorrules,not english,ohcnetwork/care_fe,.cursorrules,https://github.com/ohcnetwork/care_fe/blob/a125da086e34e166f18c012144097ebd25a67d9f/.cursorrules
20,rcmdnk/dotfiles,.cursor/settings.json,https://github.com/rcmdnk/dotfiles/blob/045b38a2bf4b9bb4be0552c9e2068c22cd6b2c89/.cursor/settings.json,not cursor rule (json),dotnet9/CodeWF,.cursor/rules/blazor.mdc,https://github.com/dotnet9/CodeWF/blob/ed0c7f17b8bfb7f9c226569c5977edc8b139cf5a/.cursor/rules/blazor.mdc
21,Qwertic/cursorrules,rules/github-cursorrules-prompt-file-instructions/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/github-cursorrules-prompt-file-instructions/.cursorrules,,,,
22,gotray/go-python,.cursorrules,https://github.com/gotray/go-python/blob/6799816524073505aa8690c567e0bf9e6b53ff8b/.cursorrules,,,,
23,mckaywrigley/o1-pro-template-system,.cursor/rules/frontend.mdc,https://github.com/mckaywrigley/o1-pro-template-system/blob/7fc3a2ea91cf72c7d7b5d9241c002247d9901360/.cursor/rules/frontend.mdc,,,,
24,maybe-finance/maybe,.cursor/rules/general-rules.mdc,https://github.com/maybe-finance/maybe/blob/dc17a0a2983aed47bae17e518b7ce34ff24fe3f2/.cursor/rules/general-rules.mdc,,,,
25,alchaincyf/cursor-rules-huasheng,rules/网站-Vue/.cursorrules,https://github.com/alchaincyf/cursor-rules-huasheng/blob/816781f7314ab55a58099c0e4e0ecd9504a67ec9/rules/%E7%BD%91%E7%AB%99-Vue/.cursorrules,not english,langfuse/langfuse,.cursor/rules/frontend-features.mdc,https://github.com/langfuse/langfuse/blob/7faf0e009ff3a9be1a220573c473b799a1cea9c6/.cursor/rules/frontend-features.mdc
26,mckaywrigley/level-3-agent-code,.cursorrules,https://github.com/mckaywrigley/level-3-agent-code/blob/9d3c1e203ed4a201467dd6e3521047e304d7fdf9/.cursorrules,,,,
27,alchaincyf/cursor-rules-huasheng,.cursor-rules/网站-Vue/.cursorrules,https://github.com/alchaincyf/cursor-rules-huasheng/blob/816781f7314ab55a58099c0e4e0ecd9504a67ec9/.cursor-rules/%E7%BD%91%E7%AB%99-Vue/.cursorrules,not engligh,different-ai/note-companion,.cursorrules,https://github.com/different-ai/note-companion/blob/ee348a83eb855f4e568c49c92874dd4aa37d9a03/.cursorrules
28,Anemll/Anemll,.cursor/rules,https://github.com/Anemll/Anemll/blob/d3b2e3660c0657ab643b68a0513b4b5ab443c04c/.cursor/rules,,,,
29,alchaincyf/cursor-rules-huasheng,.cursor-rules/网站-Nextjs/.cursorrules,https://github.com/alchaincyf/cursor-rules-huasheng/blob/816781f7314ab55a58099c0e4e0ecd9504a67ec9/.cursor-rules/%E7%BD%91%E7%AB%99-Nextjs/.cursorrules,not english,cuongtl1992/mcp-dbs,.cursor/rules/esm-imports.mdc,https://github.com/cuongtl1992/mcp-dbs/blob/7fa3e2807101abdffefea8ce2ce1880547976279/.cursor/rules/esm-imports.mdc
30,cool-team-official/cool-admin-midway,.cursor/rules/service.mdc,https://github.com/cool-team-official/cool-admin-midway/blob/943b8f026df2c5e88ed669a413eddc6b470924b4/.cursor/rules/service.mdc,not english,WangQrkkk/ThinkingCursor,.cursorrules,https://github.com/WangQrkkk/ThinkingCursor/blob/7f8188043c7738cb880294ed2f34b4c45303d0f5/.cursorrules
31,PatrickJS/awesome-cursorrules,rules/typescript-nodejs-nextjs-react-ui-css-cursorrules-/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/typescript-nodejs-nextjs-react-ui-css-cursorrules-/.cursorrules,,,,
32,elbwalker/walkerOS,.cursor/rules/01-core.rule,https://github.com/elbwalker/walkerOS/blob/d55ec09ffa58d25f4ae3cce1af203828f2104bb5/.cursor/rules/01-core.rule,,,,
33,PatrickJS/awesome-cursorrules,rules/react-typescript-nextjs-nodejs-cursorrules-prompt-/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/react-typescript-nextjs-nodejs-cursorrules-prompt-/.cursorrules,,,,
34,dotabod/frontend,.cursor/rules/typescript-best-practices.mdc,https://github.com/dotabod/frontend/blob/821b12b8eab4c92a7ad60c4688ff4dae0dc7201c/.cursor/rules/typescript-best-practices.mdc,,,,
35,GaloyMoney/lana-bank,.cursor/rules/general.mdc,https://github.com/GaloyMoney/lana-bank/blob/f626477707d4567654437e0207d4156273726d0a/.cursor/rules/general.mdc,,,,
36,coder/coder,.cursorrules,https://github.com/coder/coder/blob/8ea956fc115c221f198dd2c54538c93fc03c91cf/.cursorrules,,,,
37,Qwertic/cursorrules,rules/tailwind-shadcn-ui-integration-cursorrules-prompt-/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/tailwind-shadcn-ui-integration-cursorrules-prompt-/.cursorrules,already looked at rule from this repo,zueai/create-mcp,.cursor/rules/test-cli.mdc,https://github.com/zueai/create-mcp/blob/51f5b46d9ad004413dc5d763c19d4aaa507e68b2/.cursor/rules/test-cli.mdc
38,PiotrCzapla/smart_dictation,.cursorrules,https://github.com/PiotrCzapla/smart_dictation/blob/f0f396492a7bc34bd4fd16e2857d21f744d7c6b1/.cursorrules,,,,
39,Qwertic/cursorrules,rules/angular-typescript-cursorrules-prompt-file/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/angular-typescript-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,alphaonelabs/alphaonelabs-education-website,.cursorrules,https://github.com/alphaonelabs/alphaonelabs-education-website/blob/8e6078314d8cbbacd2ae321d905c9b27cae36532/.cursorrules
40,BlackShoreTech/gittok.dev,.cursorrules,https://github.com/BlackShoreTech/gittok.dev/blob/d42b7f6b8850f109426b6c932521a35923883826/.cursorrules,,,,
41,silvonli/Summa,.cursorignore,https://github.com/silvonli/Summa/blob/28dbe9b8c857dfb3c31947b7ca153bdccd678d16/.cursorignore,ignore not rule,oven-sh/bun,.cursor/rules/writing-tests.mdc,https://github.com/oven-sh/bun/blob/fee911194a06554e4a9d0cb4dc5c57c1ca5db7dd/.cursor/rules/writing-tests.mdc
42,blacktop/ipsw,.cursor/rules/golang.mdc,https://github.com/blacktop/ipsw/blob/65cf0041de5f2534f415735122e07c7cd467226b/.cursor/rules/golang.mdc,,,,
43,R44VC0RP/r2d2,.cursorrules,https://github.com/R44VC0RP/r2d2/blob/ae27b539d8ce5daffcd30a2b718ca7f0ce95a516/.cursorrules,,,,
44,PatrickJS/awesome-cursorrules,rules/pyqt6-eeg-processing-cursorrules-prompt-file/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/pyqt6-eeg-processing-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,Aaronontheweb/dotnet-cursor-rules,.cursor/rules/meta.mdc,https://github.com/Aaronontheweb/dotnet-cursor-rules/blob/9be2d201482bdafca8c687359f0ef0a71895d7af/.cursor/rules/meta.mdc
45,united-manufacturing-hub/benthos-umh,.cursor/rules/general.mdc,https://github.com/united-manufacturing-hub/benthos-umh/blob/b2e8b17b2109e28e767a8cefe94c58378228428e/.cursor/rules/general.mdc,,,,
46,PatrickJS/awesome-cursorrules,rules/sveltekit-tailwindcss-typescript-cursorrules-promp/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/sveltekit-tailwindcss-typescript-cursorrules-promp/.cursorrules,already looked at rule from this repo,tony/django-docutils,.cursor/rules/git-commits.mdc,https://github.com/tony/django-docutils/blob/cb6234c0320cdbaa55c1656a8a3285bf96cb98a1/.cursor/rules/git-commits.mdc
47,ai-driven-dev/rules,.cursor/rules/007-commit-conventions.mdc,https://github.com/ai-driven-dev/rules/blob/d377a2ffef209e8f3aaef764c2b3eb5868878e49/.cursor/rules/007-commit-conventions.mdc,,,,
48,bonny/WordPress-Simple-History,.cursor/rules/css.mdc,https://github.com/bonny/WordPress-Simple-History/blob/6fc742485569816cd06fbc3b8ef99af1f90f559c/.cursor/rules/css.mdc,,,,
49,jmurth1234/ClaudePlayer,.cursor/rules/rules.mdc,https://github.com/jmurth1234/ClaudePlayer/blob/aa32d533362ab550e93e5febb504b5e33c17698f/.cursor/rules/rules.mdc,,,,
50,ShunsukeHayashi/Auto-coder-agent_Cursor_Roo_code,.cursorignore,https://github.com/ShunsukeHayashi/Auto-coder-agent_Cursor_Roo_code/blob/1d5c4d63fd8e40183f7c3f5b8d97136de3878c1c/.cursorignore,ignore not rule,dgokcin/dotfiles,.cursor/rules/global-rules/lessons-learned-auto.mdc,https://github.com/dgokcin/dotfiles/blob/78fcb5582d7c31279c317a15a7e0b406bc60074a/.cursor/rules/global-rules/lessons-learned-auto.mdc
51,sushaantu/boxento,.cursor/rules/component-patterns.mdc,https://github.com/sushaantu/boxento/blob/a9e628c5d947861639bd05dc2554792244dd0e2e/.cursor/rules/component-patterns.mdc,,,,
52,BodhiSearch/BodhiApp,.cursorrules,https://github.com/BodhiSearch/BodhiApp/blob/c19219f0c634ca24ab3fef55272ad8386c575e2f/.cursorrules,,,,
53,SiriusFHJ/ShangAnNotes,.cursorignore,https://github.com/SiriusFHJ/ShangAnNotes/blob/4ab2200c15759bb8c139e6b179b99484e424d5b7/.cursorignore,ignore not rule,LubomirGeorgiev/cloudflare-workers-nextjs-saas-template,.cursorrules,https://github.com/LubomirGeorgiev/cloudflare-workers-nextjs-saas-template/blob/0724c25227fd82f4d35adbf368cd3c6a30384b26/.cursorrules
54,ghuntley/groundhog,.cursor/rules/rust-async.mdc,https://github.com/ghuntley/groundhog/blob/3844519a70ed03738d460567f7c67553402f21d7/.cursor/rules/rust-async.mdc,,,,
55,synaptiai/prompt-decorators,.cursor/rules/400-md-docs.mdc,https://github.com/synaptiai/prompt-decorators/blob/04b0660769037c5e7b50aa1b584e70b6c46c110c/.cursor/rules/400-md-docs.mdc,,,,
56,constROD/template-hono-prisma-kysely,.cursor/rules/data-access-layer.mdc,https://github.com/constROD/template-hono-prisma-kysely/blob/4735ec92610c3821fb346625948f48df23a7e243/.cursor/rules/data-access-layer.mdc,,,,
57,ably/ably-chat-js,.cursor/rules/integration-testing.mdc,https://github.com/ably/ably-chat-js/blob/bf78148f0640a541c89b94f79d134333c46b2be4/.cursor/rules/integration-testing.mdc,,,,
58,jlcases/paelladoc,.cursor/rules/templates/selectors/workflow_selector.md,https://github.com/jlcases/paelladoc/blob/02e99aeff4e01e3f04322edc7011730eb7b3860c/.cursor/rules/templates/selectors/workflow_selector.md,already looked at rule from this repo,hoishing/natal,.cursorrules,https://github.com/hoishing/natal/blob/c7d2e90758b979e9cd4fbf282c969a4bc72d5e16/.cursorrules
59,vanzan01/cursor-memory-bank,.cursor/rules/Templates/templates-core.mdc,https://github.com/vanzan01/cursor-memory-bank/blob/0b3e4ab77f144585717307c76477c5b2fa6ce55b/.cursor/rules/Templates/templates-core.mdc,template not rule,OpenSPP/openspp-modules,.cursor/rules/00-cursor-rules-mdc.mdc,https://github.com/OpenSPP/openspp-modules/blob/aa7a32f1654f2bb6d0dab7705d099a4d23db93c8/.cursor/rules/00-cursor-rules-mdc.mdc
60,Comfy-Org/desktop,.cursor/rules/playwright.mdc,https://github.com/Comfy-Org/desktop/blob/5a545b77ffeae71c661914a84c3424da1612add0/.cursor/rules/playwright.mdc,,,,
61,Scrapybara/codecapy,.cursorrules,https://github.com/Scrapybara/codecapy/blob/5bfd39ebf9156b54bc2fdaeed7fa61d789924055/.cursorrules,,,,
62,kitlangton/Void,.cursor/rules/swift-injection.mdc,https://github.com/kitlangton/Void/blob/56cea0ee6afa54a33f6a5f008afcb36404804990/.cursor/rules/swift-injection.mdc,,,,
63,PatrickJS/awesome-cursorrules,rules/typescript-nextjs-react-cursorrules-prompt-file/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/typescript-nextjs-react-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,icantcodefyi/cattype,.cursor/rules/rule.mdc,https://github.com/icantcodefyi/cattype/blob/74ce4c15051f813000123c014fd99c81042b0108/.cursor/rules/rule.mdc
64,PatrickJS/awesome-cursorrules,rules/convex-cursorrules-prompt-file/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/convex-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,tmux-python/tmuxp,.cursor/rules/tmuxp-pytest.mdc,https://github.com/tmux-python/tmuxp/blob/1b034699e8484f3c76a8ef46f5132dcf87b38fd0/.cursor/rules/tmuxp-pytest.mdc
65,benjamincrozat/blog-v5,.cursorrules,https://github.com/benjamincrozat/blog-v5/blob/d41b7cc9d51650e861bf2c5dd02cd7593d1bb2ae/.cursorrules,,,,
66,zzfn/zzf,.cursorrules,https://github.com/zzfn/zzf/blob/23b69ad8aa10197b5034d5fcaad3930158f3a99f/.cursorrules,,,,
67,IamLiuLv/compoder,.cursor/rules/refactor-bizcomponent.mdc,https://github.com/IamLiuLv/compoder/blob/e6533f557d2d6a3f59dc92b896dfeb61231cd8a1/.cursor/rules/refactor-bizcomponent.mdc,,,,
68,raphaelmansuy/iteration_of_tought,.cursorrules,https://github.com/raphaelmansuy/iteration_of_tought/blob/53b2a870b95abb88742ea4b5480bae8e87867348/.cursorrules,,,,
69,PatrickJS/awesome-cursorrules,rules/python-fastapi-scalable-api-cursorrules-prompt-fil/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/python-fastapi-scalable-api-cursorrules-prompt-fil/.cursorrules,already looked at rule from this repo,GatoGraphQL/GatoGraphQL,.cursorignore,https://github.com/GatoGraphQL/GatoGraphQL/blob/6ab40fbfafe9cd3e3fd8b55bbf3613473fbc5160/.cursorignore
70,Dankovk/browser-use-node,.cursorrules,https://github.com/Dankovk/browser-use-node/blob/90f15a14d32fbd4f14392840bc11778f2293529a/.cursorrules,,,,
71,thedaviddias/llms-txt-hub,.cursorrules,https://github.com/thedaviddias/llms-txt-hub/blob/5a4328228854cf25506c66aeebfa64e468a4fc93/.cursorrules,,,,
72,Mawla/cursor_rules,.cursor/rules/tailwind-v4.mdc,https://github.com/Mawla/cursor_rules/blob/ae61a61bd3b342e100325afb0c1a51470d2e5acb/.cursor/rules/tailwind-v4.mdc,,,,
73,ant-design/ant-design,.cursor/rules/naming.mdc,https://github.com/ant-design/ant-design/blob/ad99af8116d241299fa4811bcbf37d74aaf6acf5/.cursor/rules/naming.mdc,,,,
74,bmadcode/aiadd-demo-cursor-0.3x-deprecated,.cursor/rules/story-template.mdc,https://github.com/bmadcode/aiadd-demo-cursor-0.3x-deprecated/blob/0133b34537c2a9ff07b60d2a9e0139e85d69c6ef/.cursor/rules/story-template.mdc,repo deleted,LastBotInc/nextjs-supabase-ai-webapp,.cursor/rules/add-data-model.mdc,https://github.com/LastBotInc/nextjs-supabase-ai-webapp/blob/9d1df2a2449c5e5448989539805da838f470419f/.cursor/rules/add-data-model.mdc
75,jlcases/paelladoc,.cursor/rules/templates/coding_styles/backend-node.mdc,https://github.com/jlcases/paelladoc/blob/02e99aeff4e01e3f04322edc7011730eb7b3860c/.cursor/rules/templates/coding_styles/backend-node.mdc,already looked at rule from this repo,AndreRatzenberger/cursor-rules,.cursor/rules/specification-management-rule.mdc,https://github.com/AndreRatzenberger/cursor-rules/blob/2359f31859717218e2a4b02ba61fab8f64e67254/.cursor/rules/specification-management-rule.mdc
76,stacksjs/ts-collect,.cursor/rules/readme.mdc,https://github.com/stacksjs/ts-collect/blob/84cdef25689447063654e516e23485bab8c93e24/.cursor/rules/readme.mdc,,,,
77,Qwertic/cursorrules,rules/python-containerization-cursorrules-prompt-file/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/python-containerization-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,,,
78,tsukumijima/KonomiTV,.cursor/rules/add-new-setting-field.mdc,https://github.com/tsukumijima/KonomiTV/blob/e3b19c86f602e21cd30dfd57586a2c97724318ef/.cursor/rules/add-new-setting-field.mdc,,,,
79,DargonLee/easy_pasta,.cursorrules,https://github.com/DargonLee/easy_pasta/blob/cb6c626d2191e1824ab1fa5ff079b5466253c95d/.cursorrules,,,,
80,jlcases/paelladoc,.cursor/rules/templates/Product/01_project_definition.md,https://github.com/jlcases/paelladoc/blob/02e99aeff4e01e3f04322edc7011730eb7b3860c/.cursor/rules/templates/Product/01_project_definition.md,already looked at rule from this repo,,,
81,Automattic/wp-calypso,.cursor/rules/a4a-custom-rules.mdc,https://github.com/Automattic/wp-calypso/blob/d8b60ba33606dfab206f3dfcfea0dc5a049b4147/.cursor/rules/a4a-custom-rules.mdc,,,,
82,AudiusProject/audius-protocol,.cursor/rules/challenges.mdc,https://github.com/AudiusProject/audius-protocol/blob/ce454037897302727a2d06e7824e6b95988aec38/.cursor/rules/challenges.mdc,,,,
83,ghuntley/ghuntley,.cursor/rules/depot-pre-commit-hooks.mdc,https://github.com/ghuntley/ghuntley/blob/a1530b8089f0d59d3729394ab02ac342b48c92c9/.cursor/rules/depot-pre-commit-hooks.mdc,,,,
84,kaushikgopal/playground-android,.cursor/rules/kotlin.mdc,https://github.com/kaushikgopal/playground-android/blob/4c59b8900d69830d0c4aa475884be91f93bb2138/.cursor/rules/kotlin.mdc,,,,
85,jlcases/paelladoc,.cursor/rules/templates/Product/04a_architecture_decision_record.md,https://github.com/jlcases/paelladoc/blob/02e99aeff4e01e3f04322edc7011730eb7b3860c/.cursor/rules/templates/Product/04a_architecture_decision_record.md,already looked at rule from this repo,,,
86,osomai/servicenow-mcp,.cursorrules,https://github.com/osomai/servicenow-mcp/blob/7b4d9e220ae702b3f36d4027e2a7cee83de234d7/.cursorrules,,,,
87,ChatFAQ/ChatFAQ,.cursorignore,https://github.com/ChatFAQ/ChatFAQ/blob/4d77bb57ed223d6e12a4eba400cd39046e6bc98d/.cursorignore,,,,
88,ghuntley/ghuntley,.cursor/rules/nix-experimental-features.mdc,https://github.com/ghuntley/ghuntley/blob/a1530b8089f0d59d3729394ab02ac342b48c92c9/.cursor/rules/nix-experimental-features.mdc,,,,
89,vanzan01/cursor-memory-bank,.cursor/rules/Core Implementation/cross-linking.mdc,https://github.com/vanzan01/cursor-memory-bank/blob/0b3e4ab77f144585717307c76477c5b2fa6ce55b/.cursor/rules/Core%20Implementation/cross-linking.mdc,already looked at rule from this repo,,,
90,Qwertic/cursorrules,rules/pytorch-scikit-learn-cursorrules-prompt-file/.cursorrules,https://github.com/Qwertic/cursorrules/blob/cd412562041fdd096bd706462c588a4ae1f69a9b/rules/pytorch-scikit-learn-cursorrules-prompt-file/.cursorrules,already looked at rule from this repo,,,
91,wardbox/roke,.cursor/rules/project-structure.md,https://github.com/wardbox/roke/blob/b534c5132e3e6c7aeab2930f8f3666e4585fddd9/.cursor/rules/project-structure.md,,,,
92,salvo-rs/salvo-cli,templates/classic/seaorm/.cursorrules.liquid,https://github.com/salvo-rs/salvo-cli/blob/89f29e4d63ba84cef6dbcdd7ece6d4d7e2b07ed9/templates/classic/seaorm/.cursorrules.liquid,,,,
93,davidgasquez/dotfiles,cursor/.cursorrules,https://github.com/davidgasquez/dotfiles/blob/486905f327edf832b73d3271bc474f0f7ac46b78/cursor/.cursorrules,,,,
94,sakaicontrib/attendance,.cursor/wicket-patterns.mdc,https://github.com/sakaicontrib/attendance/blob/fb42aad4a647bd0638806e38824a8b76bee4b78f/.cursor/wicket-patterns.mdc,,,,
95,PatrickJS/awesome-cursorrules,rules/python-fastapi-best-practices-cursorrules-prompt-f/.cursorrules,https://github.com/PatrickJS/awesome-cursorrules/blob/7e4db830d65c8951463863dd25cc39b038d34e02/rules/python-fastapi-best-practices-cursorrules-prompt-f/.cursorrules,already looked at rule from this repo,,,
96,h7ml/ai-markdown-translator,.cursorrules,https://github.com/h7ml/ai-markdown-translator/blob/b75c4949152b8fa9f8da70e54c21195d06060554/.cursorrules,,,,
97,sakaiproject/sakai,.cursor/rules/frontend.mdc,https://github.com/sakaiproject/sakai/blob/2715e30ddcc124338bac576a60833104f4dc8b67/.cursor/rules/frontend.mdc,,,,
98,sam-goodwin/alchemy,.cursorrules,https://github.com/sam-goodwin/alchemy/blob/9cfb74817797b7864942b58cb50a2b379f3fcf89/.cursorrules,,,,
99,sparesparrow/cursor-rules,.cursor/mcp-diagrams/mcp-architecture.md,https://github.com/sparesparrow/cursor-rules/blob/53c530729aa2b5d37d3f7b7a065fa022db813626/.cursor/mcp-diagrams/mcp-architecture.md,,,,
100,twentyhq/twenty,.cursor/rules/file-structure-guidelines.md,https://github.com/twentyhq/twenty/blob/eea30828a4266df4483efb82ff06c4e644ed88d0/.cursor/rules/file-structure-guidelines.md,,,,
